s.|kaptan|kapitan, -an, -ad|капитан|kapteeni|||||||||
s.|kapl’|kapl’, -an, -ad|капля|pisara|||||||||
s.|kapot|kapot, -an, -ad|капот|kapotti|||||||||
s.|kapriz|kapr’iz, -an, -ad|каприз|oikku|||||||||
s.|käpš|käpš|гроздь|terttu|||||||||
s.|kapust|kapust, -an, -ad|капуста|kaali|||||||||
s.|karakul’|karakul’|каракуль|karakuli|||||||||
s.|karamel’|karamel’|карамель|karamelli|||||||||
s.|karandiš|karandiš, -an, -ad|карандаш|lyijykynä|||||||||
s.|karantin|karant’in, -an, -ad|карантин|karanteeni|||||||||
s.|karasin|karas’in, -an, -ad|керосин|petroli|||||||||
s.|kärbäine|kärbä/än’e, -äžen, -št|муха|kärpänen|||||||||
s.|karbürator|karb’urator, -an, -ad|карбюратор|karboraattori, kaasutin|||||||||
s.|karekatur|kar'ekatur, -an, -ad|карикатура|karikatyyri|||||||||
s.|karged|karged, karktan, karktad (IL)|горечь|karvaus|||||||||
a.|karhak|karhak|шероховатый|karhea|||||||||
s.|karjer|karjer, -an, -ad|карьер||||||||||
s.|karnaval|karnaval, -an, -ad|карнавал|karnevaali|||||||||
s.|kart I|kart, -an, -ad|карта|kartta|||||||||
s.|kart II|kart, -an, -ad|корыто, колода|kaukalo|||||||||
s. mon.|kartad II|kartad|пряжа|villakartat, leve, hahtuva|||||||||
s. mon.|kartad I|kart/ad, -iin, -iid|карты (игра)|pelikortit|lasta kartiihe (IL)|гадать на картах|povata korteista||||||
s.|kartin|kart’in, -an, -ad|картина|taulu|||||||||
s.|karting|kart’ing, -an, -ad|картинг|mikroauttokisa|||||||||
s.|kartočk|kartočk, -an, -ad|карточка|kortti|||||||||
s. yhd.|kartofkd'auh|kartofk/d'auh|картофельная мука, крахмал|perunajauhe|||||||||
s.|karton|karton, -an, -ad|картон|pahvi|||||||||
s.|kartotek|kartot’ek, -an, -ad|картотека|kortisto|||||||||
s.|karusel’|karus’el’|карусель|karuselli|||||||||
s.|karvanlükind|(Pal) karvan/l’ikkind|линька|karvanlähtö|||||||||
s. dem.|kasaine|kasa/an’e, -ažen, -št|косичка|palmikko (pieni)|||||||||
s.|kaset|kas’et, -an, -ad|касета|kasetti|||||||||
s.|kask|kask, -an, -ad|каска|kypärä, kaski|||||||||
s.|kašne|kašne, -n, -d|кашне|kaulahuivi|||||||||
s.|kašp|kašpo, -n, -d|кашпо||||||||||
s.|kass II|kass, -an, -ad|касса|kassa|||||||||
s.|kass I|kass, kasan, kassad|коса (волосы)|palmikko|||||||||
s.|kassir|kas’s’ir, -an, -ad|кассир|kasööri, kassanhoitaja|||||||||
s.|kaste|kaste, kas(t)ken, kastet|роса|kaste|kasken aiga n'iitta hüvä (LMS 113)|во время росы косить хорошо|kasteen aikana on hyvä niittää||||||
v. frekv.|kastelta|kast/el’ta, -l’ob, kastel’ ~ -l’ii|орошать|kastella|||||||||
s.|katalog|katalog, -an, -ad|каталог|katalogi|||||||||
s.|katamaran|katamaran, -an, -ad|катамаран|katamaraani, kaksirunkoinen alus|||||||||
s.|katar|katar, -an, -ad|катар|katarri|||||||||
s.|katastrof|katastrof, -an, -ad|катастрофа|katastrofi|||||||||
s.|kategorij|kat’egor’ij, -an, -ad|категория|kategoria|||||||||
s.|kater|kat’er, -an, -ad|катер|moottorivene|||||||||
s.|katkelmuz|katkelmu/z, -sen, -st|излом, трещина|katkeama|||||||||
v.|katkoda|katku/uda, -ub, -u|обламывать, обломать; нарвать|katkoa|katkuuda cvetuud (KTK)|нарвать цветов|kerätä kukkia||||||
s.|katlet|katl’et, -an, -ad|котлета|kotletti|||||||||
s.|kattedž|kattedž, -an, -ad|коттедж|asumus|||||||||
s. dem.|kattilaine|katl’a/an’e, -ažen, -št|котелок|kattila (pieni), pakki|||||||||
s.|katušk|katušk, -an, -ad|катушка|kela|||||||||
s.|kaučuk|kaučuk, -an, -ad|каучук|kautsu|||||||||
s.|kavalerij|kaval’er’ij, , -an, -ad|кавалерия|ratsuväki|||||||||
s.|kävelend|kävel’end, -an, -ad|прогулка|kävely, lenkki|||||||||
a.|kävelij|kävelij, -an, -ad|ходячий|kävelevä|||||||||
s.|käveluz|kävel’u/z, -sen, -st|ходьба|kävely|||||||||
s. yhd.|käveluzdorogaine|kävel’uz/dorogaan’e|дорожка|kävelypolku|||||||||
s. yhd.|kavičkad|kavičk/ad, -uun, -uud|кавычки|lainausmerkit|||||||||
s.|kävünd|kävünd ~ (Pal) kävind, -an, -ad|хождение, посещение; побывка|käynti|||||||||
s.|kazačih|kazačih, -an, -ad|казачка|kasakkanainen|||||||||
s.|kazačih|kazačih, -an, -ad|наёмная работница, батрачка|palkkalainen, batrakki, piika|||||||||
s.|kazak|kazak, -an, -ad|наёмный работник, батрак|palkkalainen, batrakki, renki|||||||||
s.|kazak|kazak, -an, -ad|казак|kasakka|||||||||
s. yhd.|käziastij|käzest’ij (IL)|рукомойник, умывальник|pesulaite|||||||||
s. yhd.|kažinpoig|kažim/poig|котёнок|kissanpoika|||||||||
s. yhd.|käzipaik|käz’i/paik|полотенце|pyyhe|||||||||
s. yhd.|käzipuu|käz’i/puu|перила|käsipuu, kaide|||||||||
s.|kazv|kazv|рост|kasvu|pien' kazv (PN)|маленький рост|pieni kasvu||||||
s.|kazvatand|kazvatand, -an, -ad|воспитание|kasvatus|||||||||
adv. dem.|kebdäižesti|kebd’aažest’i|полёгоньку|kevyesti|||||||||
adv.|kebdäs|kebd’as|слегка|kevyesti|||||||||
adv. komp.|kebdemb|kebd’emb|легче|kevyempi|||||||||
v.|kebdenzoittada|kebd’enzuutta|облегчить|keventää, helpottaa|||||||||
v.|kebdeta|kebd’e/ta, -ndab, -nd’ž ~ -nd’žii|облегчить|keventää, helpottaa|||||||||
s. mon.|kedad|ked/ad, -uun, -uud|кеды||||||||||
s. mon.|keglid|kegl’i/d, -in, -id|кегли||||||||||
a.|keitettu|keittu/d, -n, -d|варёный|keitetty|||||||||
s.|keittaj|keitaj, -an, -ad|повар, кухарка|keittäjä|||||||||
s.|keks|keks, -an, -ad|кекс||||||||||
a.|kengatoi|kengat/uu ~ (Pal) kengät/uu, -oman, -omad|босой|paljasjalkainen|||||||||
v.|kengidakse|kenktakse, kengiže, kengiihe(ze)|обуваться, обуться|panna kengät jalkaansa|kenkte! (SV)|обуйся!|pane kengät jalkaasi!||||||
v.|kengittada|kengi/tada, -tab, -t’ ~ -t’ii|обувать|panna kengät jalkaan|||||||||
s.|kepk|kepk, -an, -ad|кепка|lippalakki|||||||||
s.|keradamine|kerami/in’e, -ižen, -št|сбор|kerääminen|||||||||
s.|keraduz|keradu/z, -sen, -st|сбор|keräys|||||||||
s.|keramik|keramik, -an, -ad|керамика|keramiikka|||||||||
adv.|kerdale|kerdal'e|с собой|mukaan|otta kerdal’e|брать с собой, забирать|ottaa mukaan, hakea||||||
v.|kerduda|kerdu/da, -b, -i|собираться, собраться|kokoontua|||||||||
s.|keričend|ker’ičend, -an, -ad|стрижка|leikkaus|||||||||
v.|kerita|ker’i/ta, -čob, -č ~ -čii|стричь, постричь, остригать, остричь|keritä, leikata|ker’ita lambhiid (PN)|стричь овец|keritä lampaita|pidab ker’ita lambaz (TKT)|нужно остричь овцу|pitää keritä lammas|||
s.|kesk|kesk, -en, -ed|середина|keski|||||||||
adv.|keskenah|kesknaze ~ kesnaze|между собой|keskenään|pagišta kes(k)naze (IL)|переговариваться|puhua keskenään||||||
a.|keskimaine|keskima/an’e, -ažen, -št (IL)|средний|keskimmäinen|||||||||
s. yhd.|kesktaivaz|kesk/taivaz|зенит|keskitaivas|||||||||
s.|keskuč|keskuč, -an, -ad|промежуток, интервал|väli|||||||||
s. yhd.|kesküö|kesk/üö|полночь|keskiyö|||||||||
s.|keskuz|kesku/z, -sen, -st  (IL)|центр|keskus|||||||||
v.|kestada|kesta, kestab, kest' ~ kest'ii|устоять|kestää|||||||||
a.|keväčud|keväč/ud, -uin, -uid|веснушки|pisamat|||||||||
s.|keväz-|keväz’-|весенний; яровой|kevät-|||||||||
s.|keza-|keza-|летний|kesä-|||||||||
s.|kezi|kez’i, keden, kett (KTK)|шкура|nahka, talja|||||||||
s.|kezradaj|kezerdaj, -an, -ad (KTK)|пряха|kehrääjä|||||||||
v.|kezrata|kezer/ta, -dab, -d’ž ~ -d’žii|прясть|kehrätä|kezerta langad (KTK)|kehrätä lankaa|прясть пряжу||||||
s.|kiändalmuz|kiändalmu/z, -sen, -st|загиб|käännös, taite|||||||||
v.|kiärida|kiär'da ~ kiärda, kiär'ib, kiär' ~ kiär'ii|обматывать, обмотать, бинтовать, забинтовать, завернуть, закатать|kääriä|kiärda bumagaha (IL)|завернуть в бумагу|kääriä paperiin||||||
v. refl.|kiätäkse|kiä/takse, -ndaze, -nd’žiihe(ze)|вернуться|kääntyä, palata|||||||||
adv.|kibed|kibed|больно|kipeää|||||||||
s.|kibištuz|kibištu/z, -sen, -st|боль, ломота|kivistys, kipu|||||||||
s. yhd.|kibunottaj|kibun/otaj|обезболивающий|kipua lieventävä|||||||||
s.|kida|kida, -n, -d|зев|kita|||||||||
s.|kiehumine|kiehmi/in’e, -ižen, -št|кипение|kiehuminen|||||||||
s.|kiehund|kiehund, -an, -ad|кипение|kiehuminen|||||||||
v.|kiehuttada|kiehu/tada, -tab, -t’ ~ -t’ii|кипятить, вскипятить|kiehuttaa, kiehauttaa|häin kiehutab (KTK)|он вскипятит|hän kiehauttaa||||||
a.|kiehutettu|kiehutetu/d, -n, -d|кипячёный|kiehutettu, keitetty|kiehutetud vez’i (IL)|кипячёная вода, кипяток|keitetty vesi||||||
v.|kielastada|kielas/tada, -tab, -t’ ~ -t’ii|врать, соврать, лгать, солгать, переврать|valehdella|||||||||
s.|kielastaj|kielastaj, -ad, -an|лжец, врун, враль|valehtelija|||||||||
v. frekv.|kielastelta|kielaste/l’da, -l’ob, -l’ ~ -l’ii|перевирать|valehdella|||||||||
s.|kielastuz|kielastu/z, -sen, -st|ложь, враньё, неправда|valhe|||||||||
a.|kielaz|kielaz, kielhan, kielast|лживый; ложный|valheellinen; vale-|||||||||
s.|kieldatuz|kiel’datu/z, -sen, -st|запрет, воспрещение|kielto|||||||||
s.|kielduz|kiel’du/z, -sen, -st|запрет|kielto|||||||||
v.|kieletelta|kiel’ite/l’da ~ kiel’ete/l’da (IL), -l’ob, -l’ ~ -l’ii|наговаривать, ябедничать||||||||||
v.|kielta|kiel’ta|запрещать, запретить, воспрещать; унимать, унять|kieltää; hillitä|hüö kiel't'ihe|они запретили|he kielsivät||||||
adv.|kieral|kierdal|зараз, разом, залпом; сразу, вдруг; наотрез|kerralla, kerrallaan|d’uoda kierdal|выпить залпом|juoda kerrallaan||||||
adv.|kieras|kierdas|вдруг, внезапно; зараз|yhtäkkiä; kerralla|||||||||
s. dem.|kierdaine|kierda/an’e, -ažen, -št|разок|kerta (pieni)|||||||||
a.|kierdalline|kierdal’i/in’e, -ižen, -št|разовый|kerta-|||||||||
v.|kierta|kierta|вить, крутить|kiertää, kerrata|kierta langad|вить нитку|kerrata lankaa||||||
s.|kihl|kihl, -an, -ad|заклад, пари|veto|išta kihl|биться об заклад, держать пари|lyödä vetoa||||||
s. mon.|kihlad|kihlad|пари|veto|||||||||
s. yhd.|kiimaig|kiim/aig|брачный период|kiima-aika|||||||||
adv.|kiirehes|kiirhes (TKT)|второпях|kiireessä|||||||||
adv.|kiirehel|kiirhel|наспех, торопливо, второпях|kiireellä|||||||||
s.|kiitand|kiitand, -an, -ad|хвала, благодарность, благодарение|kiittäminen|||||||||
s.|kilo|kilo, -n, -d|кило|kilo|||||||||
s.|kilometr|kilometr, -an, -ad|километр|kilometri|||||||||
a.|kinded|kinded, kintän, kintäd|тугой|kireä|||||||||
adv.|kindedaks|kintäks (IL)|плотно|kireästi|||||||||
adv.|kindedas|kintäs (IL)|туго|kireästi|||||||||
s.|kino|kino, -n, -d|кино|elokuva|||||||||
s.|kinžal|kinžal, -an, -ad|кинжал||||||||||
s.|kiosk|kiosk, -an, -ad|киоск|kiosk|||||||||
s.|kird’nik|kirn’ik, -an, -ad|грамотный, школьник|lukutaitoinen, oppinut|||||||||
s.|kird’utand|kir’itand, -an, -ad|запись|kirjoittaminen, kirjoitus|||||||||
s.|kird’utuz|kir’itu/z, -sen, -st|надпись|kirjoitus|||||||||
v.|kirgaita|kirgaa/ta, -dab, -ž ~ -žii|крикнуть, окрикнуть|huudahtaa|||||||||
s.|kirgund|kirgund, -an, -ad|окрик|huuto|||||||||
s.|kirpič|kirpič, -an, -ad|кирпич|tiili|||||||||
s.|kisl’oi|kisl’uo, -n, -d (KTK)|щавель|suolaheinä, hierakka|||||||||
s.|kislorod|kislorod, -an, -ad|кислород|happi|||||||||
s.|kistočk|kistočk, -an, -ad|кисточка|suti, tupsu|||||||||
a.|kivehine|kivehi/in’e, -ižen, -št|каменный|kivinen|||||||||
s.|kivikala|kivi/kala|пескарь|törö|||||||||
a.|kivikaz|kivika/z ~ kiveka/z, -han, -st|каменистый, скалистый|kivikkoinen|kivekaz mägi|каменистая гора|kivikkomäki||||||
s. yhd.|kivimurud|kivi/murud|щебень|sepeli, kivimurska|||||||||
s.|kivut|kivü/t, -den, -tt|камешек|kivi (pieni)|||||||||
s.|klapan|klapan, -an, -ad|клапан|venttiili|||||||||
s.|klass|klass|класс|luokka|||||||||
s.|klätv|kl’atv, -an, -ad|клятва|vala|||||||||
s. mon.|klavišid|klaviši/d, -in, -id|клавиши|näppäimistö|||||||||
v.|kleida|kl’e/ida, -ib, -i|клеить, склеивать, заклеивать|liimata|||||||||
s.|kleim|kl’eim, -an, -ad|клеймо|leima|||||||||
s.|kleja|kl’eja, -an, -ad|клей|liima|||||||||
s.|klejonk|kl’ejonk, -an, -ad|клеёнка|vahakangas|||||||||
s.|klever|kl’ever, -an, -ad|клевер|apila|||||||||
s.|kliäč|kl’iäč, -an, -ad|кляча|kaakki|||||||||
s.|klient|kl’ient, -an, -ad|клиент|asiakas|||||||||
s. mon.|klipsad|kl’ips/ad, -uun, -uud|клипсы|korvakorut|||||||||
s.|klokutand|klokutand, -an, -ad|стук|kolkutus|||||||||
s.|klöna|kl’ona, -n, -d|клён|vaahtera|||||||||
s.|kloun|kloun, -an, -ad|клоун|klouni|||||||||
s.|kluba|kluba, -n, -d|клуб|kerho|||||||||
s.|klumb|klumb, -an, -ad|клумба|kukkapenkki|||||||||
s.|klüšk|kl’ušk, -an, -ad|клюшка|jääkiekkomaila|||||||||
s.|kniigaine|kn’iiga/an’e, -ažen, -št|книжка|kirja (pieni), kirjanen|||||||||
s.|knopk|knopk, -an, -ad|кнопка|nuppi, näppäin|||||||||
s.|kobr|kobr, -an, -ad|горсть, кулак|koura|||||||||
s.|koda|koda, -n, -d|клетка|häkki|||||||||
s.|kodeks|kodeks, -an, -ad|кодекс|koodeksi|||||||||
s. yhd.|kodi-ižand|kod’i/ižand|домохозяин|talonisäntä|||||||||
s. yhd.|külünemag|kül'ün/emag|хозяйка бани|saunanhaltijatar|||||||||
s. yhd.|pertinemag|pert’in/emag|хозяйка дома|kodinhaltijatar|||||||||
s. yhd.|kodiemag|kod’i/emag|домохозяйка|talonemäntä, perheenemäntä|||||||||
a.|kodilaine|kod’ila/an’e, -ažen, -št|домашний|koti-|||||||||
s. yhd.|tahnanižand|tahnan/ižand|дворовой|tanhuanhaltija|||||||||
s. yhd.|külünižand|külün/ižand|баенник|saunanhaltija|||||||||
s. yhd.|pertinižand|pert’in/ižand|домовой|kodinhaltija|||||||||
s. yhd.|kodinižand|kod’in/ižand|домовой; домовладелец (IL)|kodinhaltija; talon omistaja|||||||||
s. yhd.|kodiruadnik|kod’i/ruadn’ik|домработница|kotiapulainen|||||||||
a. yhd.|kodiškudottu|kod’iš/kudotud|домотканый|kotikutoinen|||||||||
s. dem.|kodvaine|kodva/an’e, -ažen, -št|минутка|hetkinen, hetki (pieni)|tulda kodvaažeks|забегать|pistäytyä||||||
adv. dem.|kodvaine|kodvaan’e|чуточку|vähäsen, pikkasen|||||||||
adv.|kodvaižeks|kodvaažeks|ненадолго, на время|hetkeksi|||||||||
s.|kofijnik|kofein’ik, -an, -ad|кофейник|kahvipannu|||||||||
s.|kofemolk|kofemolk, -an, -ad|кофемолка|kahvimylly|||||||||
s.|koht|koft, -an, -ad|кофта|pusero (naisten)|||||||||
adv.|kogol|kogol|оптом|tukussa|||||||||
v.|koheta I|kohe/ta, -ndab, -nd’ž ~ -nd’žii|чинить, починить, наладить, налаживать, исправить, восстановитьkoheta teleg (KTK)|korjata|koheta t'el'eg (KTK)|починить телегу|korjata rattaat||||||
v.|koheta II|kohe/ta, -nob, -n’ ~ -n’ii|хорошеть, похорошеть, добреть |korjautua, parata|||||||||
a.|kohettu|kohendettud (IL)|чинёный|korjattu|||||||||
s.|kohind|kohind, -an, -ad (IL)|шелест|kahina|||||||||
a.|kohtuine|koht/uin’e, -uižen, -ušt ~ (Pal) koht/uun’e, -uužen, -ušt|беременная (о женщине)|raskas, raskaana oleva (naisesta)|kohtuin’e nain’e|беременная женщина|raskaana oleva nainen||||||
s.|kohtustuda|kohtuštu/da, -b, -i|забеременеть|tulla raskaaksi|||||||||
s.|koik|koik, -an, -ad|койка|makuupaikka, punkka|||||||||
s.|koiran-|koiran-|собачий|koiran-|||||||||
s.|koirannänn’|koiran/n’än’n’|ячмень|näärännäppy|||||||||
s.|koiranpoigaine|koiram/poigaan’e|щенок|pentu|||||||||
s.|koktel’|kokteil’|коктейль|kokteili|||||||||
s.|kol’ask|kol’ask, -an, -ad|коляска|lastenvaunut|||||||||
s.|kola|kola, -n, -d|единица|ykkönen|||||||||
s.|kolčaine|kol’ča/an’e, -ažen, -št|колечко|sormus (pieni)|||||||||
v.|kolduida|koldu/ida, -ib, -i|колдовать|tehdä taikoja|||||||||
s. mon.|kolgotkad|kolgotk/ad, -uun, -uud|колготки|sukkahousut|||||||||
s.|kolhoz|kolhoz, -an, -ad|колхоз|kolhoosi|||||||||
s.|kolleg|kol’l’eg, -an, -ad|коллега|kollega|||||||||
adv.|kolmandeh|koumandehe|в-третьих|kolmanneksi|||||||||
adv.|kolmandeks|koumandeks|в-третьих|kolmanneksi|||||||||
adv.|kolmei|koumei|втроём, трое|kolmisin|||||||||
num. yhd.|kolmesadad|koume/sadad|триста|kolmesataa|||||||||
s.|kolonij|kolon'ij, -an, -ad|колония|kolonia|||||||||
s.|kolonk|kolonk, -an, -ad|колонка|vesipiste|||||||||
s.|kološ|kološ, -an, -ad|галоша|kalossi|||||||||
v. refl.|kolotidakse|kolot’i/dakse, -že, -ihe(ze)|стучаться, постучать|kolkuttaa (oveen)|||||||||
s.|kombain|kombain, -an, -ad|комбайн|kombaini|||||||||
s.|kombinat|kombinat, -an, -ad|комбинат|kombinaatti|||||||||
s.|kombinzon|kombinzon, -an, -ad|комбинезон|haalari|||||||||
s.|komendant|komendant, -an, -ad|комендант|komendantti|||||||||
s.|komersant|komersant, -an, -ad|коммерсант|liikemies|||||||||
s.|komet|komet, -an, -ad|комета|komeetta|||||||||
s.|konfort|komfort, -an, -ad|комфорт|mukavuudet|||||||||
s.|komisij|komis’s’ij, -an, -ad|комиссия|komissio|||||||||
s.|komisar|komissar, -an, -ad|комиссар|komissaari|||||||||
s.|komitet|komitet, -an, -ad|комитет|komitea|||||||||
s.|komk|komk, -an, -ad|комок|pallo (pieni)|||||||||
s.|kommünik|komm’un’ik, -an, -ad|коммюнике|kommunikee|||||||||
s.|kompan’on|kompanjon, -an, -ad|компаньон|kumppani|||||||||
s.|kompensacij|kompensacij, -an, -ad|компенсация|korvaus|||||||||
s.|kompleks|kompleks, -an, -ad|комплекс|kompleksi|||||||||
s.|komplekt|kompl’ekt, -an, -ad|комплект|kerta|||||||||
s.|kompliment|kompl’iment, -an, -ad|комплимент|komplimentti|||||||||
s.|kompozitor|kompoz’itor, -an, -ad|композитор|säveltäjä|||||||||
s.|kompres|kompress, -an, -ad|компресс|kompressi|||||||||
s.|kompromis|kompromis, -an, -ad|компромис|kompromissi|||||||||
s.|komš|komš, -an, -ad|лукошко|kori, kylvinvakka|||||||||
s.|komun|komun, -an, -ad|коммуна|kommuuni|||||||||
s.|komutator|kommutator, -an, -ad|коммутатор|kommutaattori|||||||||
s.|kon’uh|kon’uh, -an, -ad|конюх|tallimies|||||||||
s.|kon’ušn’|kon’ušn’, -an, -ad|конюшня|talli|||||||||
s.|konduktor|konduktor, -an, -ad|кондуктор|konduktööri|||||||||
s.|kongres|kongress, -an, -ad|конгресс|kongressi|||||||||
s.|konvejer|konvejer, -an, -ad|конвейер|liukuhihna|||||||||
s.|konvert|konvert, -an, -ad|конверт|kirjekuori|||||||||
s.|kooperativ|kooperat’iv, -an, -ad|кооператив|kooperatiivi|||||||||
s.|kopeik|kopeik, -an, -ad|копейка|kopekka|||||||||
s.|kopij|kopij, -an, -ad|копия|kopio|||||||||
a.|koptittu|kopt’itu/d ~ kop(t’)tu/d, -n, -d|копчёный|savustettu|||||||||
s.|korabl’|korabl’, -an, -ad|корабль|laiva|||||||||
s.|kordinat|kord’inat, -an, -ad|координата|koordinaatti|kord’inatad|координаты|koordinatit||||||
a.|korgedemb|korktemb ~ kortemb, -an, -ad|более высокий|korkeampi|||||||||
adv.|korgedemb|korktemb ~ kortemb ~ korgemb (IL)|выше|korkeampi|||||||||
s.|korol’|korol’, -an, -ad|король|kuningas|||||||||
s.|korol'ov|korol’eva, -n, -d|королева|kuningatar|||||||||
s.|koron|koron, -an, -ad|корона|kruunu|||||||||
s.|koronk|koronk, -an, -ad|коронка|kruunu|||||||||
s.|koropk|koropk, -an, -ad|коробка|rasia|||||||||
s.|korpuz|korpus, -an, -ad|корпус|korpus, runko|||||||||
s.|korrektor|kor'r’ektor, -an, -ad|корректор|korrehtuurinlukija|||||||||
s.|korrespondent|korr’espond’ent, -an, -ad|корреспондент|kirjeenvaihtaja|||||||||
s.|kortiine|kort’i/in’e, -ižen, -št (IL)|открытка|postikortti|||||||||
a.|korvoi|korvuu ~ korvuo, -n, -d|ушат|korvo|||||||||
s.|korzin|korz’in, -an, -ad|корзина|kori|||||||||
s.|kosink|kosink, -an, -ad|косынка|huivi|||||||||
v.|koskeda|kosta ~ koskta, koskob, kosk ~ koskii|трогать|koskea|ala koske!|не трогай!|älä koske!|kostaze (PN)|трогают|kosketaan|||
a.|koskematoi|koskemat/uu, -oman, -omad (IL)|нетронутый; неприкосновенный|koskematon|||||||||
v.|koskettada|koske/tada, -tab, -t’ ~ -t’ii|прикасаться, дотрагиваться, задевать, затронуть|koskettaa|ala kosketa! (PN)|не прикасайся!|älä kosketa!||||||
v. refl.|koskettadakse|koske/takse, -taze, -t’iihe(ze)|касаться|kosketella|||||||||
s.|kosmetik|kosmet’ik, -an, -ad|косметика|kosmetiikka|||||||||
s.|kosmodrom|kosmodrom, -an, -ad|космодром|kosmodromi|||||||||
s.|kosmos|kosmos, -an, -ad|космос|avaruus|||||||||
s.|kost’uum|kost’um, -an, -ad|костюм|puku|||||||||
s. mon.|kostelid|kosl’i/d, -in, -id|костыли|kainalosauvat|||||||||
s.|kostr’uul’|kostr’ul’, -in, -id|кастрюля|kattila|||||||||
a.|köüh|köuh, -än, -äd  (IL)|бедный, небогатый, неимущий|köyhä|||||||||
v.|köüheta|köuhe/ta, -nob, -n’ ~ -n’ii (IL)|обеднеть|köyhtyä|||||||||
s.|kour|kovr, -an, -ad|ковёр|matto|||||||||
a. yhd.|kovasüdamine|kova/s’üdamiin’e|жестокий|julma|||||||||
s.|kovažim|kovažim|брусок, оселок, точильный камень|hiomakivi|||||||||
v.|koveta|kove/ta, -nob, -n’ ~ -n’ii|твердеть, затвердеть, отвердеть, окаменеть|koveta|||||||||
s.|koza|koza, -n, -d|коза|vuohi, kili|||||||||
s.|kr’uuk|kr’uuk, -an, -ad|крюк|koukku|||||||||
s.|kreiser|kr'eis'er, -an, -ad|крейсер|risteilijä|||||||||
s.|krema|kr’em, -an, -ad|крем|kerma|||||||||
s.|kreml’|kr’eml’|кремль|kreml|||||||||
s.|kresl|kr’esl, -an, -ad|кресло|nojatuoli|||||||||
s. mon.|krilčad|kril’č/ad, -uun, -uud|крыльцо|portaat, raput|||||||||
s.|krišk|krišk, -an, -ad|крышка|kansi|||||||||
s.|kristal|kr’istal, -an, -ad|кристал|kristalli|||||||||
s.|krizis|kr’iz’is, -an, -ad|кризис|kriisi|||||||||
s.|kroja|kroja, -n, -d|кровля, навес|katto|||||||||
s.|krolik|krol’ik, -an, -ad|кролик|kaniini|||||||||
s.|krona|krona, -n, -d|крона|kruunu|||||||||
s.|kross|kross, -an, -ad|кросс|murtomaajuoksu|||||||||
s.|krossvord|krossvord, -an, -ad|кроссворд|sanaristikkko|||||||||
s.|kroun’|kroun’ ~ (Js) kr’oun’ ~ (Sj) kroin’, -an, -ad|крыша, кровля|vesikatto|(Js) jesl’i ol’iiš kr’oun’ kattud lauduol|если бы крыша была покрыта досками|jos katto olisi katettu laudoilla||||||
s.|kruakkuda|kruak/ta, -ub, -ui|каркать|raakkua|kruaktaze (KTK)|каркают|raakkuvat||||||
s.|kruan|kruan, -an, -ad|кран|hana|||||||||
a.|kruasittu|kruas’tu/d, -n, -d|крашеный|maalattu|||||||||
s.|kruask|kruask, -an, -ad|краска|maali|||||||||
s.|kruassij|kruas’ij, -an, -ad|маляр|maalari|||||||||
s.|kruiz|kruiz, -an, -ad|круиз|risteily|||||||||
s.|krupp|krupp|крупа|ryyni, suurimo|||||||||
s.|krušk|krušk, -an, -ad|кружка|muki|||||||||
s. dem.|kruugaine|kruuga/an’e, -ažen, -št|кружок|pyörä (pieni)|||||||||
v. refl.|kruužidakse|kruuštakse, kruužiže,  kruužiihe(ze) |кружиться|pyöriä|||||||||
v.|kruužituttada|kružitu/tada, -tab, -t’ ~ -t’ii|кружить|pyörittää|piän kružitutab|голову кружит|päätä pyörittää||||||
s.|kružev|kružev, -an, -ad|кружево|pitsi|||||||||
s.|kuačk|kuačk|угар|häkä|||||||||
v.|kualada|kualda|идти вброд|kahlata|||||||||
v.|kuarzida|kuar’sta|обрубать|karsia|||||||||
s.|kuaš|kuaš, -an, -ad|каша|puuro|kuaš panem piäl'e (PN)|кашу кладём сверху|puuroa panemme päälle||||||
v.|kuata|kuata|опрокидывать|kaataa|||||||||
s.|kuav|kuav|колышек, кол (маленький)|vaaja, tappi|||||||||
s.|kubu|kubu, -n, -d|зоб|kupu|||||||||
a.|kuccumatoi|kucmat/uu, -oman, -omad|незванный, непрошеный|kutsumaton|||||||||
v.|kučištuda|kučištu/da, -b, -i|ёжиться|kutistua|||||||||
s.|kucund|kucund, -an, -ad|зов, призыв, созыв|kutsu, kutsuminen|||||||||
v.|kučuttada|kuču/tada, -tab, -t’ ~ -t’ii|щекотать|kutittaa|||||||||
a.|kucuttu|kuctu/d, -n, -d|званный|kutsuttu, kutsu-|||||||||
s.|kudoj|kudoj, -an, -ad |ткач|kutoja|||||||||
a.|kudond-|kudond-|ткацкий|kutoma-|||||||||
s. yhd.|kudr’piä|kudr’/piä|курчавый|kähäräpää|||||||||
s. mon.|kudrid|kudr’i/d, -in, -id|кудри|kiharat, kutrit|s’iäta kudr’id|завить волосы|kihartaa tukkansa||||||
s.|kudu|kudu, -n, -d|нерест|kutu|olda kudus|нереститься|kutea||||||
s.|kuhark|kuhark, -an, -ad|кухарка|ruoanlaittaja|||||||||
s.|kuhm|kuhm|шишка; волдырь; желвак|kuhmu|||||||||
s.|kuhn’|kuhn’, -an, -ad|кухня|keittiö|||||||||
