s.|haukund|haukund|лай|||||||
s.|heboč|heboč, -an, -ad|кобыла|||||||
s.|heboiden-|hebuun-|конный|||||||
v.|heikkada|heikta|кричать||rubeta heikmaha|закричать||||
v.|heikkada|heikta|накричать|||||||
s.|hein|hein’|сено|||||||
s.|hein|hein’|трава||paha hein’|сорняк||||
s.|hein|hein’|трава|||||||
s. dem.|heinäine|hein’ään’e|травка|||||||
s.|heinarg|hein’/arg|сенокос, время сенокоса|||||||
v.|heittada|hei/tta, -tab, -t’ ~ -t’ii|прекратить (IL)|||||||
v.|heittada|hei/tta, -tab, -t’ ~ -t’ii|снимать|||||||
v. refl.|heittadakse|heittakse|раздеваться|||||||
a.|heittanuze|heitnuze|раздетый|||||||
v.|helišta|hel’išta|звенеть|||||||
s.|helm|helm|подол|||||||
s.|heng|heng|душа|||||||
s.|heng|heng|дух||suada heng|отдышаться||||
v.|hengahtuda|hengahtuda|передохнуть, сделать передышку|||||||
s.|hengahtuz|hengahtu/z, -sen, -st (KTK)|вздох|hengähdys||||||
s.|hengaiduz|hengaadu/z, -sen, -st|вдох|hengähdys||||||
s. yhd.|hengensalbaduz|hengen/sauptuz|одышка|||||||
v.|hengittada|hengi/tada, -tab, -t’ ~ -t’ii|дышать|hengittää|hengitada iččehe|вдохнуть||||
v.|hengittada|hengi/tada, -tab, -t’ ~ -t’ii|дышать|||||||
v.|hengittada|hengi/tada, -tab, -t’ ~ -t’ii|подышать|||||||
s.|hengituz|hengitu/z, -sen, -st|дыхание|||||||
v.|heraštuda|heraštuda|проснуть|||||||
s.|heraštuda|heraštuda|просыпаться|||||||
s.|herneh|herneh|горох|herne||||||
s.|herneh-|herneh-|гороховый|herne-||||||
s.|hiam|hiam ~ hiäm (IL)|рукав||(Pal) kiäta hiämad|засучить рукава||||
s.|hiam|hiäm (IL)|рукав|||||||
s.|hibd’|hibd’|кожа|||||||
s.|hibd’|hibd’|тело|||||||
a.|hien|hien|мелкий, тонкий||hien vihm|моросящий дождь||||
s.|hienondamine|hienondami/in’e, -ižen, -št|измельчание|||||||
s.|hierotuz|(Pal) hiirotu/z, -sen, -st|трение|||||||
s.|higo|higo|пот|||||||
v.|higostuda|higostuda|вспотеть|hikoilla||||||
v.|higostuda|higostuda|потеть|||||||
s.|hiil’|hiil’|уголь|||||||
s.|hiir’|hiir’|мышь|||||||
a.|hiiroitettu|hiiruutetud|истёртый|||||||
a.|hill’|hil’l’|укромный|||||||
a.|hill’aine|hil’l’a/an’e, -ažen, -št|нерасторопный|||||||
a.|hill’aine|hil’l’a/an’e, -ažen, -št|смирный|||||||
a.|hill’aine|hil’l’a/an’e, -ažen, -št|тихий|||||||
adv.|hill’aižesti|hil’l’aažest’i|тихонечко, втихомолку|hiljaisesti||||||
s.|hill’aižesti|hil’l’aažest’i|медленно|||||||
adv.|hill’asti|hil’l’ašt’i|неслышно|||||||
adv.|hill’asti|hil’l’ašt’i|потихоньку|||||||
adv.|hill’asti|hil’l’ašt’i|тихонько|||||||
adv.|hillemba|hil’l’emba|тихо|||||||
v.|hilleta|hil’l’eta|замедлить|||||||
v.|hilleta|hil’l’eta|затихать|||||||
v.|hilleta|hil’l’eta|ослабевать|||||||
v.|hilleta|hil’l’eta|стихать|||||||
v.|hilleta|hil’l’eta|утихать|||||||
s.|himikoi|himik|химик|||||||
s.|himo|himo|желание|||||||
s.|himo|himo|мечта|||||||
s.|himo|himo|похоть|||||||
s.|himo|himo|прихоть|||||||
s.|himo|himo|хотение|||||||
v.|himoittada|himuu/tada, -tab, -t’ ~ -t’ii|хотеться||rubez’ himuutamaha|захотелось||||
v.|himoittada|himuu/tada, -tab, -t’ ~ -t’ii|хотеться||ei himuuta|не хочется||||
v.|himoittada|himuu/tada, -tab, -t’ ~ -t’ii|хотеться|||||||
adv.|himol|himol|охотно|||||||
adv.|himota|himota|нехотя, без желания|||||||
v.|hionota|hionota|размельчать|||||||
s.|hirurg|hirurg|хирург|||||||
a.|hirv|hir’v|сохатый|||||||
s.|hlopk|hlopk|хлопок|||||||
s.|hobbi|hobbi|хобби|||||||
s.|hobed|hobed|серебро|||||||
a.|hobedaine|hobeda/an’e, -ažen, -št|серебристый|||||||
s.|hodu|hodu|ход|||||||
s.|hohotuz|hohotu/z, -sen, -st|хохот|||||||
a.|hoik|hoik|тонкий|||||||
adv.|hoikemba|hoikemba|тоньше|||||||
s.|hokkei|hokkei|хоккей|||||||
s.|hokkejist|hokkejist|хоккеист|||||||
s.|holodilnik|holod’il’n’ik|холодильник|||||||
s.|homeh|homeh ~ homeg|плесень|||||||
v.|homehtuda|homehtuda|плесневеть|||||||
s.|homehtuz|homehtu/z, -sen, -st|плесневелость|||||||
s.|hong|hong|сосна|||||||
s. dem.|hongaine|honga/an’e, -ažen, -št|сосенка|pieni honka||||||
s.|hongik|hongik|сосняк|||||||
s.|hor’k|hor’k|хорёк|||||||
s.|hora|hora|хор|||||||
s.|horovod|horovod|хоровод|||||||
s.|hoš|hoš|хоть|||||||
s.|höšte|höšte ~ höštö|навоз|||||||
s.|höšte|höšte|помёт|||||||
s.|höšte|höšte|удобрение|||||||
s.|höür|(Pal) heir|пар|||||||
s.|hoz’aistv|hoz’aistv|хозяйство|||||||
s.|hronik|hron’ik|хроника|||||||
s.|hronometr|hronometr|хронометр|||||||
s.|hrustal’|hrustal’|хрусталь|||||||
s.|huab|huab|осина|||||||
a.|huba|huba|небольшой|||||||
v.|huigaita|huigaatta (IL)|опозорить|||||||
s.|huigaita|huigaata|срамить|||||||
v.|huigaita|huigaata|стыдить|||||||
v.|huigaita|huigaata|усовестить|||||||
s.|huiged|huiged|позор|||||||
adv.|huiged|huiged|совестно|||||||
s.|huiged|huiged|стыд|||||||
a.|huigimatoi|huigimat/uu, -oman, -omad (IL)|бессовестный|omatunnoton||||||
s.|huligan|hul’igan|хулиган|||||||
s.|humal|humal|хмель|||||||
a.|humalahine|humalahi/in’e, -ižen, -št|хмельной|||||||
v.|humalduda|humaldu/da, -b, -i|пьянеть|||||||
v.|humalduda|humalduda|хмелеть|||||||
s.|humalnik|humal’n’ik|пьяница|||||||
v.|humaloita|humaluuta|кутить|||||||
adv.|huogehes|huoghes|дёшево|s.||||||
v.|huogištuda|huogištu/da, -b, -i|дешеветь|s.||||||
v.|huogištuda|huogištuda|подешеветь, дешеветь|||||||
v.|huogištuda|huogištuda|подешеветь|||||||
a.|huogištunu|huogištunu|подешевевший|||||||
s.|huol’|huol’|забота|||||||
s.|huol’|huol’|забота||pidada huol’|озаботиться||||
s.|huol’|huol’|забота||pidada huolt|позаботиться||||
v.|huolduda|huolduda|заботиться|||||||
s.|huoled|huoled|хлопоты|||||||
a.|huolikaz|huolekaz|заботливый|||||||
a.|huomellline|huomel’i/in’e, -ižen, -št|завтрашний|||||||
a.|huon|huon|некрепкий|||||||
adv.|huondeksel|huomesel|утром|||||||
a.|huondekselline|huomesel’i/in’e, -ižen, -št|утренний|||||||
s.|huondez|huomez|утро|||||||
s. yhd.|huondezzor’a|huomez/zor’a|утренняя зоря|||||||
s.|huonuksed|huonused|помещения||suured huonused|хоромы||||
s.|huonuz|huonu/z, -sen, -st|жилище|||||||
s.|huonuz|huonu/z, -sen, -st|здание|||||||
s.|huonuz|huonu/z, -sen, -st|комната|||||||
v.|hüpnida|hüpn’i/da, -b, -i|прыгнуть, вскочить|hypätä||||||
v.|hüppida|hüpta|подпрыгивать|||||||
v.|hüppida|hüpta|прыгать|||||||
v.|hüppida|hüpta|скакать|||||||
s.|hurač|hurač|левша|||||||
adv.|hurah|huraha|влево|vasemmalle||||||
adv.|hurah|huraha|налево|||||||
adv.|hural|hural|слева|||||||
adv.|huras|huras|слева|||||||
s.|hurstiine|hursti/in’e, -ižen, -št|простыня|||||||
s.|hüübij|hüüb’ju (KTK)|филин|||||||
s.|huude|huude|иней|||||||
v.|huuhtaita|huhtaata|сполоснуть|||||||
v.|huuhtoda|huhtuuda|полоскать, выполоскать|huuhdella||||||
v.|huuhtoda|huhtuuda|обмывать|||||||
v.|huuhtoda|huhtuuda|промывать|||||||
s.|huul’|huul’|губа|huuli||||||
s.|huuled|huul’ed|уста|||||||
s.|huulidenkruask|huul’iin/kruask|помада|||||||
a.|hüvä|hüvä|хороший|s.|ül’en hüvä|прекрасный, дивный|erinomainen, ihana|||
a.|hüvä|hüvä|хороший||ol’e hüvä|пожалуйста||||
a.|hüvä|hüvä|удобный|||||||
a.|hüvä|hüvä|успешный|||||||
a.|hüvä|hüvä|хороший|||||||
a.|hüvä|hüvä|чудесный|||||||
adv.|hüväižesti|hüvääžest’i|вежливо|kohteliaasti||||||
adv.|hüväižesti|hüvääžest’i|хорошенько|||||||
a. yhd.|hüväs’üdämelline|hüvä/s’üdämeliin’e|добродушный|s.||||||
adv.|hüvin|hüviin|хорошо||ül’en hüviin|очень хорошо, замечательно, прекрасно||||
adv.|hüvin|hüviin|хорошо||kaik om hüviin|всё хорошо||||
s.|hüvüz|hüvüz|добро|s.||||||
v.|hvuastaida|hvuastaada|хвастать(ся)|kerskua||||||
s.|iän’|iän’|голос, звук|ääni|puol’ehe iän’ehe|вполголоса||||
s.|iän’|iän’|голос|ääni||||||
s.|iän’|iän’|звук|||||||
adv.|iäneh|iän’ehe|вслух|ääneen||||||
a.|iänikaz|iän’ekaz|голосистый|äänekäs||||||
adv.|iäres|iäres|долой|v.||||||
pron.|iče|iče|сам||kucta iččen no|звать к себе||||
pron.|iče|iče|сам||otta ičel’e|присвоить||||
pron.|iče|iče|сам|||||||
a. yhd.|ičelsiättü|ičel/s’iätud|самодельный|||||||
s.|idävüz|idävüz|всхожесть|||||||
a.|ideinij|id’einij|идейный|||||||
s.|idij|id’eja|идея|||||||
s.|idijal|id’eal|идеал|||||||
part.|iele|iel’e|нет||iel’e kus|негде||||
s.|iga|iga|век|ikä|iga el’äda|вековать||||
s.|iga|iga|век|ikä|kaikes igas|вовек||||
s.|iga|iga|жизнь||kaikeks igaks|навсегда||||
s.|iga|iga|возраст||üht igad|одного возраста||||
adv.|igaks|igaks|навек, навечно|||||||
s.|igen|igen’|десна|v.||||||
s.|igen’oi-agen’oi|igen’uu-agan’uu|улитка|||||||
adv.|ihan|ihan|совершенно|||||||
v. refl.|ihasteldudakse|ihastel’dudakse|восхищаться|ihastua||||||
v. refl.|ihasteltakse|ihastel’dakse|наслаждаться|||||||
adv.|ihastuksiš|ihastus’iiš|в восторге|||||||
s.|ihastuz|ihastu/z, -sen, -st|восторг|ihastus||||||
s.|ihastuz|ihastu/z, -sen, -st|радостный|||||||
s. yhd.|ijul’kuu|ijul’/kuu|июль|||||||
s. yhd.|ijun’kuu|ijun’/kuu|июнь|||||||
s.|ikkun|ikkun|окно|||||||
s. dem.|ikkunaine|ikna/an’e ~ ikkuna/an’e (IL), -ažen, -št|окошко|||||||
s.|ikon|ikon|икона|||||||
s.|ikr|ikr|икра|||||||
s.|ikrad|ikrad|икры|||||||
v.|ildaštada|ildaš/tada, -tab, -t’ ~ -t’ii|ужинать||rubeta ildaštamaha|приниматься за ужин||||
s.|ill’uminator|il’l’uminator|иллюминатор|||||||
s.|ill’uzij|il’l’uz’ij|иллюзия|||||||
s.|ilm|ilm|погода||paha ilm|непогода||||
s.|ilm|ilm|погода|||||||
s.|ilm|ilm|природа|||||||
prep.|ilmai|ilmaa|без|ilman||||||
adv.|ilmai|ilmaa|даром|s.||||||
a.|ilmaine|ilma/an’e, -ažen, -št|даровой|v.||||||
v.|imeda|imeda|сосать|||||||
s.|imettaj|imetaj|кормилица|||||||
s.|imigrant|imigrant|имигрант|||||||
a. yhd.|imminkummaine|immiin/kummaan’e|несуразный|||||||
adv. yhd.|imminkummin|immiin/kummiin|небрежно|||||||
s.|imperator|imperator|император|||||||
s.|imperializm|imperial’izm|империализм|||||||
s.|imperij|imper’ij|империя|||||||
s.|import|import|импорт|||||||
s.|improvizacij|improvizacij|импровизация|||||||
s.|incident|incid’ent|инцидент|||||||
s.|ind’uk|ind’uk|индюк|||||||
s.|indeič|ind’eic|инеец|||||||
s.|indeik|ind’eik|индейка|||||||
adv.|indiiskij|ind’iiskij|индийский|||||||
s.|infl’acij|infl’acij|инфляция|||||||
s.|injekcij|injekcij|инъекция|||||||
s.|inkubator|inkubator|инкубатор|||||||
s.|inostranč|inostranc|иностранец|||||||
s.|inscenirofk|inscen’irofk|инсценировка|||||||
s.|inspektor|inspektor|инспектор|||||||
s.|instinkt|inst’inkt|инстинкт|||||||
s.|institut|inst’itut|институт|||||||
s.|instrukcij|instrukcija|инструкйия|||||||
s.|instruktaž|instruktaž|инструктаж|||||||
s.|instrument|instrument|инструмент|||||||
s.|intellekt|int’el’l’ekt|интеллект|||||||
s.|intelligent|int’el’l’igent|интеллигент|||||||
s.|interjer|interjer|интерьер|||||||
s.|internacional|internacional|интернационал|||||||
s.|internat|internat|интернат|||||||
s.|intervencij|intervencij|интервенция|||||||
s.|intervidenij|intervid’en’ie|интервидение|||||||
s.|intervju|intervju|интервью|||||||
s.|intonacij|intonacij|интонация|||||||
s.|invalid|inval’id|инвалид|||||||
s.|inventar’|inventar’|инвентарь|||||||
s.|inžiner|inžen’er|инженер|||||||
adv.|irale|iral’e|долой||ajada irdal’e|изгнать||||
adv.|irdale|irdal’e|прочь, долой||otta irdal’e|вынимать, вынуть, извлекать; отнимать, лишать  ||||
adv.|irdale|irdal’e|долой|v.||||||
adv.|irdale|irdal’e|прочь||anta irdal’e|отдавать||||
adv.|irdale|irdal’e|прочь, долой||kucta irdal’e|отозвать||||
adv.|irdale|irdal’e|прочь|||||||
adv.|irdalpiä|irdalpiä|извне|||||||
s.|ironij|iron’ij|ирония|||||||
v.|irvištada|irviš/tada, -tab, -t’ ~ -t’ii|скалить|||||||
s.|irvištelemine|irvištel’emi/in’e, -ižen, -št|глумление|pilkka, herjaus, rienaus||||||
v.|irvištelta|irvištel’da|глумиться|pilkata, rienata, herjata|irvištel’da rožad|гримасничать||||
v.|iškeda|iškta|ударить|||||||
v. refl.|iškedakse|ištakse|удариться|||||||
s.|iškend|iškend|ударение|||||||
s.|istorik|istor’ik|историк|||||||
s.|istruktor|istruktor|инструктор|||||||
v.|ištuda|išta|сидеть||išta hät’k|засидеться||||
v.|ištuda|išta|сидеть|||||||
v. refl.|ištudakse|ištakse|присесть|||||||
v. refl.|ištudakse|ištakse|садиться|||||||
v. refl.|ištudakse|ištakse|усаживаться|||||||
s.|ištund|ištund|сидение|||||||
s.|ištutand|ištutand|посадка|||||||
v.|ištuttada|ištu/tada, -tab, -t’ ~ -t’ii|высадить, высевать|||||||
v.|ištuttada|ištu/tada, -tab, -t’ ~ -t’ii|засадить|||||||
v.|ištuttada|ištu/tada, -tab, -t’ ~ -t’ii|посадить|||||||
v.|ištuttada|ištu/tada, -tab, -t’ ~ -t’ii|садить|||||||
v.|ištuttada|ištu/tada, -tab, -t’ ~ -t’ii|усаживать|||||||
v.|ištuttada|ištu/tada, -tab, -t’ ~ -t’ii|усадить|||||||
s.|itk|it’k|плачь|||||||
v.|itkeda|it’ta|плакать||rubeta it’maha|заплакать||||
v.|itkeda|itta|оплакивать|||||||
v.|itkeda|itta|плакать|||||||
s.|itkij|it’kij|плачущий|||||||
s.|itkuč|it’kuč|плакса|||||||
s.|iz’um|iz’um|изюм|||||||
s.|iža|iža|самец|||||||
s.|ižač|ižač, -un, -ud|самец|||||||
s.|ižakoir|iža/koir|кобель|||||||
s.|ižand|ižand|начальник|||||||
s.|ižand|ižand|хозяин|||||||
s. yhd.|ižandad-emagad|ižandad-emagad|хозяева|||||||
v.|ižandoida|ižanduuda|хохяйничать|||||||
v.|ižandoita|ižanduu/ta, -čob, -č ~ -čii|владеть; хозяйничать|omistaa; isännöitä||||||
s.|ižapočč|iža/počč|хряк|||||||
s.|iždivenč|ižd’ivenč|иждивенец|||||||
s.|izmennik|izmen’n’ik|изменник|||||||
s.|izumrud|izumrud|изумруд|||||||
s.|izveržen’ij|izveržen’ij|извержение|||||||
s.|izvoššik|izvoššik|извозчик|||||||
s.|jačeik|jačeik, -an, -ad|ячейка|||||||
a.|jadovitij|jadovitij|ядовитый|myrkyllinen||||||
s.|jadu|jadu|яд|myrkky||||||
s.|jaht|jaht, -an, -ad|яхта|pursi, purjevene||||||
s.|jantar’|jantar’|янтарь|meripihka||||||
s.|janvar’kuu|janvar’/kuu|январь|tammikuu||||||
s.|jarlik|jarlik|ярлык|"hintalappu; leima"||||||
s.|jarus|jarus|ярус|kerros||||||
s.|jazv|jazv|язва|haavauma||||||
s.|jepiskop|jepiskop|епископ|||||||
s.|jubilei|jubil’ei|юбилей|vuosijuhla||||||
s.|jurist|jur’ist|юрист|lakimies||||||
s.|juvelir|juvel’ir|ювелир|kultaseppä||||||
v.|kabaloita|kabaluuta|пеленать|||||||
s.|kaban|kaban|кабан|||||||
s.|kabd’|kabd’|копыто|||||||
s.|kabel’|kabel’|кабель|||||||
s.|kabin|kabin|кабина|||||||
s.|kabinet|kabin’et|кабинет|||||||
s.|kabluk|kabluk|каблук|||||||
s.|käbü|käbü|шишка|käpy||||||
s.|kacahtuz|kacahtu/z, -sen, -st|взгляд|katse, katsaus, silmäys, vilkaisu||||||
v.|kaccuda|kacta|глядеть|katsoa||||||
v.|kaccuda|kacta|смотреть||kacta last|нянчить||||
s.|kaccuj|kacuj|зритель|||||||
v.|kacelta|kacel’ta|взирать, высматривать|katseööa||||||
v.|kacelta|kacel’ta|заглядывать|||||||
v.|kacelta|kacel’ta|осматривать|||||||
v.|kacelta|kacel’ta|подглядывать|||||||
v. yhd.|kaceltakse|kacel’takse|озираться|||||||
v. refl.|kaceltakse|kacel’takse|переглядываться|||||||
s.|kadaj|kadag ~ kadog (IL), -an ~ -en, kadakt ~ kadatt (LMS)|можжевельник; вереск (KTK)|katajat|kadaged (LMS)|можжевельники|katajat|||
s. yhd.|käded-d’algad|käded/d’augad|конечности|||||||
v.|kadoda|kadoda|пропадать|||||||
s.|kadomine|kadomi/in’e, -ižen, -št|пропажа|||||||
s.|kadomine|kadomi/in’e, -ižen, -št|утеря|||||||
s.|kadr|kadr, -an, -ad|кадр||kadrad|кадры||||
s.|kafe|kafe|кафе|||||||
s.|kafedr|kafedr|кафедра|||||||
s.|kafel’|kafel’|кафель|||||||
s.|kafeterij|kafeter’ij|кафетерий|||||||
s.|kagluz|kaglu/z, -sen, -st|воротник, ворот|||||||
s.|kagr|kagr|овёс|||||||
num.|kaheksakümment|kahesaküment|восемьдесят|||||||
num.|kaheksatošt|kahesatošt|восемнадцать|||||||
v.|kähišta|kähišta|хрипеть|||||||
s.|kahižend|kahižend, -an, -ad|шорох|||||||
s.|kähižend|kähižend|хрипота|||||||
a.|kähižij|kähižij|хриплый|||||||
s.|kahmal|kahmal|пригоршня|||||||
adv.|kahtei|kahtei|вдвоём|kaksin||||||
adv.|kahtei|kahtei|вдвоём, двое|v.||||||
a. yhd.|kahtenluaduine|kahten/luaduin’e|двоякий|s.||||||
a.|kaid|kaid|узкий, неширокий|||||||
a.|kaidaine|kaida/an’e, -ažen, -št|узенький|||||||
adv.|kaidemb|kaidemb|уже|||||||
a.|kaidemb|kaidemb|более узкий||ombel’ta kaidembaks|ушить||||
s. yhd.|kaidocc|kaid/occ|узколобый|||||||
a.|kaik|kaik|целый|||||||
pron.|kaikiš|kaikiiš|самый|||||||
adv.|kaikked|kaiked|всего|yhteensä||||||
adv.|kaikkid|kaikiid|итого|||||||
part.|kaikkid|kaikiid|самый, всех||kaikiid uudemb|новейший||||
adv.|kaikkijal|kaikijal|везде|kaikkialla||||||
adv.|kaikkijal|kaikijal|повсеместно|||||||
adv.|kaikkijal|kaikijal|повсюду|||||||
adv.|kaikkijale|kaikijal’e|везде||l’ükta kaikijal’e|разбрасывать||||
adv.|kaikkijalpiä|kaikijal/piä|отовсюду|||||||
adv.|kaikkineh|kaikn’eze|целиком|||||||
s.|kainal|kainal, kainlon ~ kaimlon (IL)|подмышка||kaimlon al’l’e (IL)|под мышку|kainaloon|||
s.|kaiv|kaiv|колодец|||||||
v.|kaivada|kaivda|вырыть|||||||
v.|kaivada|kaivda|копать|||||||
v.|kaivada|kaivda|рыть|||||||
a.|kaivettu|kaivdud|изрытый|||||||
s.|kajag|kajag|чайка|||||||
s.|kajahtuz|kajahtu/z, -sen, -st|отзвук|||||||
s.|kajahtuz|kajahtu/z, -sen, -st|эхо|||||||
s.|kajo|kajo|зарево|||||||
s.|kajomk|kajomk|каёмка|||||||
s.|kajut|kajut|каюта|||||||
s.|kakao|kakao|какао|||||||
v.|kakettada|kake/tada, -tab, -t’ ~ -t’ii|кудахтать|||||||
num.|kaks’|kaks’|два|v.|kaks’ kierdad|дважды|kaksi kertaa|||
s.|kaks’|kaks’|пара|||||||
a. yhd.|kaks’kierdaine|kaks’/kierdaan’e|двойной|adv.||||||
num.|kaks’kümment|kaks’/küment|двадцать|s.||||||
num.|kaks’sadad|kaks’/sadad|двести|s.||||||
s.|kaksinaine|kaks’na/an’e, -ažen, -št|двойняшка, близнец|kaksonen, kaksoislapsi||||||
s. mon.|kaksinaižed|kaks’naaž/ed, -iin, -iid|двойня, двойняшки, близнецы|kaksoset||||||
s. mon.|kaksižed|kaks’iiž/ed, -iin, -iid (IL)|двойня, двойняшки, близнецы|kaksoset||||||
s.|kal’dor|kal’dor|коридор|||||||
s. yhd.|kalakuurnik|kala/kurn’ik (IL)|рыбник|||||||
s.|kalanik|kalan’ik|рыболов|||||||
s. yhd.|kalanpüüdänd|kalam/püüdänd|рыбная ловля|||||||
s.|kalastaj|kalastaj|рыбак|||||||
s.|kalbas|kalbas|колбаса|||||||
s.|kalek|kal’ek|калека|||||||
s.|kalendar’|kal’endar’|календарь|||||||
adv.|kallehemb|kal’hemb|дороже|s.||||||
adv.|kallehes|kal’hes|дорого|s.||||||
v.|kallištuda|kal’l’ištu/da, -b, -i|дорожать|s.||||||
v.|kallištuda|kal’l’ištuda|подорожать|||||||
v.|kallištuda|kal’l’ištuda|подорожать|||||||
a.|kalliž|kal’l’iž|дорогой|s.||||||
s.|kalliž|kal’l’iž|ценность|||||||
s.|kambala|kambala|камбала|||||||
s.|kambinašk|kambinašk|комбинация (женское бельё)|||||||
s.|kamer|kamer|камера|||||||
s.|kamfet|kanfet|конфета|||||||
s.|kamin|kamin|камин|||||||
s.|kämmen|kämmen’|ладонь|||||||
s.|kampanij|kampan’ij|компания|||||||
s.|kampanij|kampan’ij|общество|||||||
s.|kampot|kampot|компот|||||||
s.|kanal|kanal|канал|||||||
s.|kanalizacij|kanal’izacij|канализация|||||||
s. yhd.|kanankoda|kanan/koda|курятник|||||||
s. yhd.|kananpoig|kanam/poig|цыплёнок|||||||
s.|kanat|kanat|канат|||||||
s.|kanav|kanav|канава|||||||
s.|kancel’arij|kancel’ar’ij|кунцелярия|||||||
s.|kancler|kancl’er|канцлер|||||||
s.|kand|kand|каблук|||||||
s.|kand|kand|пень|||||||
s.|kand|kand|пята, пятка|||||||
s.|kandalad|kandalad|оковы|||||||
s.|kandamine|kandami/in’e, -ižen, -št|ноша|||||||
s.|kandand|kandand|отёл|||||||
s.|kandatez|kandatez ~ kandas’ (IL)|сметана|||||||
s.|kandidat|kand’idat|кандидат|||||||
s.|kanikulad|kan’ikulad|каникулы|||||||
v.|kanta|kanta|нести||kanta irdal’e|вынести||||
v.|kanta|kanta|нести|||||||
v.|kanta|kanta|тащить|||||||
v. refl.|kantakse|kantakse|тащиться|||||||
s.|kapital|kapital|капитал|||||||
s.|kapitan|kapitan|капитан|||||||
s.|kapl’|kapl’|капля|||||||
s.|kapot|kapot|капот|||||||
s.|kapriz|kapr’iz|каприз|||||||
s.|käpš|käpš|гроздь|terttu||||||
s.|kapust|kapust|капуста|||||||
s.|karakul’|karakul’|каракуль|||||||
s.|karamel’|karamel’|карамель|||||||
s.|karandiš|karandiš, -an, -ad|карандаш|||||||
s.|karantin|karant’in|карантин|||||||
s.|karasin|karas’in|керосин|||||||
s.|kärbäine|kärbään’e|муха|||||||
s. yhd.|kärböisien’|kärb/s’ien’|мухомор|||||||
s.|karbürator|karb’urator|карбюратор|||||||
s.|karekatur|karekatur|карикатура|||||||
s.|karg|karg|пляска|||||||
v.|kargaita|kargaata|плясать|||||||
a.|karged|karged|горький; горечь|katkera; katkeruus||||||
a.|karged|karged|едкий|||||||
a.|karhak|karhak|шероховатый|||||||
s.|karjer|karjer|карьер|||||||
s.|karnaval|karnaval|карнавал|||||||
s.|kart|kart|карта|||||||
s.|kart|kart|корыто|||||||
s.|kartad|kartad|карты (игра)|pelikortti|lasta kartiihe|гадать по картам||||
s.|kartin|kart’in|картина|||||||
s.|karting|kart’ing|картинг|||||||
s.|kartočk|kartočk|карточка|||||||
s.|kartofk|kartofk|картофель|||||||
s. yhd.|kartofkd'auh|kartofk/d'auh|крахмал|||||||
s.|karton|karton|картон|||||||
s.|kartotek|kartot’ek|картотека|||||||
s.|karu|karu|чёрт|piru||||||
s.|karusel’|karus’el’|карусель|||||||
s.|karv|karv|шерсть (животных); масть|||||||
s.|karvanlükind|(Pal) karvan/l’ikkind|линька|||||||
s.|kasaine|kasa/an’e, -ažen, -št|косичка|||||||
s.|kaset|kas’et|касета|||||||
s.|kask|kask|каска|||||||
v.|käskeda|kästa|велеть|käskeä||||||
s.|kašne|kašne|кашне|||||||
s.|kašpo|kašpo|кашпо|||||||
s.|kass|kass|касса|||||||
s.|kass|kass|коса (волосы)|||||||
s.|kaššal’|kaššal’|кошель|||||||
s.|kassir|kas’s’ir|кассир|||||||
v.|kastada|kasta|замочить|||||||
v.|kastada|kasta|намочить|||||||
v.|kastada|kasta|смачивать|||||||
s.|kaste|kaste|роса|||||||
v.|kastelta|kastel’ta|орошать|||||||
v.|kastuda|kasta|мочить||kasta l’äbi|промокать||||
v.|kastuda|kasta|промочить|||||||
s.|katalog|katalog|каталог|||||||
s.|katamaran|katamaran|катамаран|||||||
s.|katar|katar|катар|||||||
s.|katastrof|katastrof|катастрофа|||||||
s.|kategorij|kat’egor’ij|категория|||||||
s.|kater|kat’er|катер|||||||
v.|katkaita|katkaata|изломать|||||||
v.|katkaita|katkaata|переломать|||||||
s.|katkelmuz|katkelmu/z, -sen, -st|излом, трещина|||||||
v.|katketa|katketa ~ (Pal) katkeda|обрываться|||||||
v.|katkoda|katkuuda|обламывать|||||||
s.|kätküd|kättut|колыбель|||||||
s.|kätküd|kättut|люлька|||||||
s.|katlet|katl’et|котлета|||||||
v.|kattada|katta|закутать|||||||
v.|kattada|katta|обволакивать|||||||
v.|kattada|katta|окутывать|||||||
v.|kattada|katta|покрывать|||||||
v.|kattada|katta|укутать|||||||
v. refl.|kattadakse|kattakse|покрываться|||||||
v. refl.|kattadakse|kattakse|укутаться|||||||
s.|kattedž|kattedž|коттедж|||||||
s.|kattil|kat’t’il|котёл|||||||
s.|kattilaine|katl’a/an’e, -ažen, -št|котелок|||||||
s.|katušk|katušk|катушка|||||||
s.|kaučuk|kaučuk|каучук|||||||
s.|kauvaz|kauvaz|ковш, черпак|||||||
s.|kavalerij|kaval’er’ij|кавалерия|||||||
s.|kävelend|kävel’end|прогулка|||||||
a.|kävelij|kävelij|ходячий|||||||
v.|kävelta|kävel’ta|гулять|kävellä|kävel'ta üöstus’iiš|блуждать, бродить||||
v.|kävelta|kävel’ta|ходить|||||||
s.|käveluz|kävel’u/z, -sen, -st|ходьба|||||||
s. yhd.|käveluzdorogaine|kävel’uz/dorogaan’e|дорожка|s.||||||
s.|kavičkad|kavičkad|кавычки|||||||
v.|kävüda|kävüda ~ (Pal) kävida|сходить|||||||
s.|kävünd|(Pal) kävind|побывка|||||||
s.|kazačih|kazačih, -an, -ad|казачка|kasakkanainen||||||
