v.|maksada|maksta|уплатить|||||||
a.|maksamatoi|maksamatuu (IL)|неоплаченный|||||||
s.|maksand|maksand|выплата|maksu||||||
s.|maksand|maksand|плата|||||||
s.|maksand|maksand|зарплата|||||||
s.|maksand|maksand|оплата|||||||
s.|maksand|maksand|плата|||||||
s.|maksand|maksand|расплата|||||||
s.|maksatuz|maksatu/z, -sen, -st|плата|||||||
v.|maksta|maksta|отплатить|||||||
s.|mal’arij|mal’ar’ij|малярия|||||||
s.|malahit|malahit|малахит|||||||
s.|malitv|mal’itv|молитва|||||||
s.|mall’|mal’l’|чаша|||||||
v.|malttada|mautta|уметь|||||||
a.|malttaj|mautaj|умелый, искусный|||||||
s.|malttaj|mautaj|умелец|||||||
a.|malttamatoi|(Pal) maltamatuu|неискусный|||||||
s.|manah|monah|монах|||||||
s.|manaster’|monastir’|монастырь|||||||
v.|mändä|mända|идти, выйти|mennä|mäne!|иди!, выходи!|mene!|||
v.|mändä|mända|идти||hüväks mända|зазнаваться||||
v.|mändä|mända|идти|||||||
s.|mandarin|mandar’in|мандарин|||||||
s.|maneken|man’eken|манекен|||||||
s.|manež|man’ež|манеж|||||||
s.|mängünd|mängünd|вопль|||||||
s.|manifest|man’ifest|манифест|||||||
s.|manifestancij|man’ifestancij|манифестация|||||||
s.|maniküür|man’ik’ur|маникюр|||||||
s.|mant’or|mant’or|монтёр|||||||
s.|mantaž|mantaž|монтаж|||||||
s.|manžetad|manžetad|манжеты|||||||
s.|marafon|marafon|марафон|||||||
s.|märg|märg|гной|märkä, mätä, visva||||||
adv.|märg|märg|сыро|||||||
a.|märg|märg|сырой|||||||
v.|märgäduda|märktuda|мокнуть|||||||
s.|marionetk|mar’ion’etk|марионетка|||||||
s.|mark|mark|марка|||||||
s.|mark|mark|марка|||||||
s.|marlij|marl’ij|марля|||||||
s.|marš|marš|марш|||||||
s.|maršal|maršal|мапшал|||||||
s.|maršrut|maršrut|маршрут|||||||
s. yhd.|martankuu|martan/kuu|март|||||||
s.|mašin|mašin|машина|||||||
s.|mašinist|mašin’ist|машинист|||||||
s.|mašink|mašink|машинка|||||||
s.|mask|mask|маска|||||||
s.|maskarad|maskarad|маскарад|||||||
s.|mašt|mačt|мачта|||||||
s.|maštab|mašštab|масштаб|||||||
s.|mätäz|mättaz|пригорок|||||||
s.|materij|mat’er’ij|материал|||||||
s.|materij|mat’er’ij|ткань|||||||
s.|matk|matk|дорога|s.||||||
s.|matk|matk, -an, -ad|путь|||||||
s.|matk|matk|расстояние|||||||
s.|matras|matras|матрас|||||||
s.|matros|matros|матрос|||||||
s.|mauzolei|mavzol’ei|мавзолей|||||||
s.|mazi|maz’i|мазь|||||||
s.|mecansordaj|mecan/sordaj|лесоруб|||||||
s.|mecckana|mecc/kana|глухарь|metso||||||
s.|mecckodi|mecc/kod’i|хутор|||||||
s.|mecik|mecik|перелесок|||||||
s.|medal’|medal’|медаль|||||||
s.|medalist|medal’ist|медалист|||||||
s.|meer|mer|мэр|||||||
s.|mehanikoi|mehan’ik|механик|||||||
s.|mehanizator|mehan’izator|механизатор|||||||
s.|mehanizm|mehan’izm|механизм|||||||
a.|mehev|mehev|сочный|||||||
s.|melioracij|mel’ioracij|мелиорация|||||||
s.|mellič|mel’n’ič|мельница|||||||
s.|melodij|melod’ij|мелодия|||||||
s.|memorial|memor’ial|мемориал|||||||
s.|memuarad|memuarad|мемуары|||||||
s.|meri|mer’i|море|||||||
s.|meridian|mer'id'ian|меридиан|||||||
s.|merk|merk|мерка|||||||
v.|mešaida|mešaada|мешать (кому-нибудь)|||||||
s.|mešanin|mešan’in|мещанин|||||||
s.|mestoimenij|mestoimen’ij|местоимения|||||||
s.|metall|metall|металл|||||||
s.|metallurg|metallurg|металлург|||||||
s.|meteor|met’eor|метеор|||||||
s.|metr|metr|метр|||||||
s.|metro|metro|метро|||||||
s.|meža|meža|межа|||||||
s.|meža|meža|просека|||||||
s.|mezi|mez’i|мёд|||||||
pron.|mi|mi|что|mikä|mida tahtuud|что-либо|mitä tahansa|||
s.|miär|miär|мера|||||||
v.|miärita|miär’ita|измерить|||||||
v.|miärita|miär’ita|мерить|||||||
v.|miärita|miär’ita|примерить|||||||
pron.|mida|mida|чего|||||||
adv.|miehel|miehel|замужем|naimisissa (naisesta)||||||
adv.|miehele|miehel’e|замуж|naimisiin (naisesta)|mända miehel’e|выйти замуж|mennä naimisiin (naisesta)|||
a. yhd.|miehelemänematoi|(Pal) miehel’e/mänemätuu|незамужняя|||||||
s.|miel|miel|мел|||||||
s.|miel'|miel'|настроение||paha miel’|скорбь||||
s.|miel’|miel’|дума|||||||
s.|miel’|miel’|настроение||hüväl mielel|рад||||
s.|miel’|miel’|разум|||||||
s.|miel’|miel’|рассудок|||||||
s.|miel’|miel’|ум|||||||
adv.|miel’el|miel’el|разумно|||||||
s. yhd.|mielespidand|mieles/pidand|любовь|||||||
s. yhd.|mielespidettav|mieles/pidatab|зазноба|||||||
s. yhd.|mielespidettav|(Pal) mieles/pidatab|ухажор|||||||
a.|mielev|miel’ev|умный|||||||
v.|miettidakse|miettakse|целиться|||||||
part.|mikš|mikš|зачем|||||||
part.|mikš|mikš|отчего|||||||
part.|mikš|mikš|почему|||||||
s.|mikstur|mikstur|микстура|||||||
s.|mild’on|mil’l’ion|миллион|||||||
s.|milicij|mil’icij|милиция; милиционер|||||||
s.|mill’art|mil’l’iard|миллиард|||||||
s.|millimetr|mil’l’imetr|миллиметр|||||||
s.|mimik|mimik|мимика|||||||
s.|min’uu|min’u|меню|||||||
s.|mindal’|mindal’|миндаль|||||||
s.|miniat’uur|min’iat’ur|миниатюра|||||||
s.|minimum|min’imum|минимум|||||||
s.|miniral|min’iral|минерал|||||||
s.|ministerstv|min’isterstv|министерство|||||||
s.|minus|minus|минус|||||||
s.|minut|minut|минута||d’oga minutan|каждую минуту, ежеминутно||||
s.|minut|minut|минута|||||||
s.|minut|minut|минута||d’oga minutal|поминутно||||
s.|mišen’|mišen’|мишень|||||||
s.|misij|mis’s’ij|миссия|||||||
s.|misk|misk|миска|||||||
s.|miting|mit’ing|митинг|||||||
pron.|mitte|mitte|какой|||||||
s.|mladenč|mlad’enč|младенец|||||||
s.|mnogoborč|mnogoborc|многоборец|||||||
pron.|molembad|mol’embad|оба|||||||
v.|mölgištada|möl’giš/tada, -tab, -t’ ~ -t’ii|таращить|||||||
s.|moli|mol’i|моль|||||||
s.|molnij|moln’ij|молния|||||||
s.|moloč|moloč, -an, -ad|молодец|välkky||||||
s.|moloč|moloč|молодец|||||||
s.|moment|moment|момент|||||||
s.|monarhij|monarhij|монархия|||||||
s.|mongol|mongol|монгол|||||||
v.|möngüda|mönkta|мычать|||||||
s.|monolog|monolog|монолог|||||||
s.|monument|monument|монумент|||||||
s.|moped|moped|мопед|||||||
s.|mor’ak|mor’ak|моряк|||||||
s.|mord|mord|морда|||||||
s.|mord|mord|рыло|||||||
s.|morežennij|morežennij|мороженое|||||||
s.|morf|morf|оборка|||||||
s.|morkofk|morkofk|морковка|||||||
s.|morž|morž|моржа|||||||
s.|moskvič|moskvič|москвич|||||||
s.|motocikl|motocikl|мотоцикл|||||||
s.|motor|motor|мотор|||||||
s.|motoroller|motorol’l’er|мотороллер|||||||
s.|mozaik|mozaik|мозаика|||||||
s.|mozol’|mozol’|мозоль|||||||
s.|mramor|mramor|мрамор|||||||
s.|mua|mua|страна||vieraz mua|заграница||||
s.|mua|mua|почва|||||||
s.|mua|mua|страна|||||||
s.|mua|mua|земля||uuz’ mua|целина||||
a.|muahine|muahi/in’e, -ižen, -št|земляной|||||||
s. yhd.|muailm|mua/ilm|мир|||||||
s.|muamindam|muamindam|мачеха|||||||
s. yhd.|muan/ruadaj|muan/ruadaj|земледелец|||||||
a. yhd.|muanaluine|(Pal) muan/aluun’e|подземный|||||||
v.|muanitelta|muan’itel’da|обманывать, вымогать|||||||
v.|muanitelta|muan’itel’da|сманивать|||||||
v.|muanittada|muan’i/tada, -tab, -t’ ~ -t’ii|обмануть; манить, заманивать, выманивать, морочить|||||||
s.|muanittaj|muan’itaj|обманщик|||||||
s.|muanittelij|muan’itel’ij|вымогатель|||||||
s.|muanituz|muan’itu/z, -sen, -st|обман; приманка|petos||||||
s.|muantied|muan/t’iedo (IL)|география|maantiede||||||
s. yhd.|muanträsind|muan/tr’as’ind|землетрясение|||||||
s.|muard’|muar’, -an, -ad|ягода|marja||||||
s.|muard’ažik|muar’žik|ягодник|marjapaikka||||||
s.|muatkoi|muatkuu|свекровь|||||||
s.|muatkoi|muatkuu|тёща|||||||
s.|muatnič|muatn’ič, -an, -ad|балка (над потолком)|katopalkki||||||
s.|mučak|mučak, -on, -od|кукла|||||||
s.|mučkahtuz|mučkahtu/z, -sen, -st (KTK)|вывих|||||||
s.|mučkaiduz|mučkaadu/z, -sen, -st|вывих|||||||
v.|mučkaita|mučkaa/ta, -dab, -ž ~ -žii|вывихнуть||hüö mučkaat’ihe (KTK)|они вывихнули||||
s.|mučoi|mučuu|жена|||||||
s.|muda|muda|ил|||||||
s.|muda|muda|тина|||||||
a.|mudahine|mudahi/in’e, -ižen, -št|илистый|||||||
a.|mudakaz|mudaka/z, -han, -st|мутный|||||||
s.|muga|muga|так|||||||
part.|muga|muga|тоже|||||||
konj.|muga|muga|якобы|muka||||||
s.|mugažo|mugažo|также|||||||
v.|muhahtuda|muhahtuda|улыбнуться|||||||
v.|muhišta|muhišta|улыбаться|||||||
s.|muhu|muhu|улыбка|||||||
a.|muiged|muiged|кмслый|||||||
v.|muigeta|muigota|закисать|||||||
s.|muigoituz|(Pal) muigotu/z, -sen, -st|закваска|||||||
a.|muloine|mul/uin’e, -uižen, -ošt|прошлогодний|||||||
s. yhd.|multfilm|mul’t/fil’m|мультфильм|||||||
s.|munaine|muna/an’e, -ažen, -št|яйцо|muna||||||
s.|munari|munar’ (KTK)|яичница|munakas||||||
s.|mundir|mund’ir|мундир|||||||
s.|munij|mun’ij|несущаяся (курица), яйценосный|muniva|mun’ij kana|несушка||||
s.|muod|muod|манера|||||||
s.|muod|muod|обряд|||||||
s.|muod|muod|обычай|||||||
s.|muod|muod|фасон|||||||
v.|müödä|müöda|распродавать|||||||
v.|müödä|müöda|торговать|||||||
s.|müödäine|müöda/an’e, -ažen, -št|попутный|||||||
adv.|müöhä|müöhä|поздно|||||||
a.|müöhäine|müöhään’e|поздний|||||||
v.|müöhästuda|müöhästuda|запоздать|||||||
v.|müöhästuda|müöhästuda|опаздывать|||||||
v.|müöhästuda|müöhästuda|опоздать|||||||
v.|müöhästuda|müöhästuda|прозевать|||||||
a.|müöhästunu|müöhästunu|запоздалый|||||||
s.|müöhästuz|müöhästu/z, -sen, -st|опоздание|||||||
s.|müöhästuz|müöhästu/z, -sen, -st|опоздание|||||||
adv.|müöhemba|müöhemba|позже|||||||
s.|müöj|müj|продавец|||||||
s.|müöj|müj|торговец|||||||
s.|muok|muok|мучение|||||||
v.|muokita|muokita|мучить|||||||
v.|muokita|muokita|погнать|||||||
v.|muokita|muokita|терзать|||||||
v.|muokitakse|muokitakse|страдать|||||||
s.|müönd|müönd|продажа|||||||
s.|müönd|müönd|торговля|||||||
adv.|müöste|möst|опять|||||||
adv.|müöste|möst|снова|||||||
postp.|müöti|müöt’i|по-||mindaa müöt’i|по-моему||||
postp.|müöti|müöt’i|по-||s’indaa müöt’i|по-твоему||||
adv.|murdi|muurn’iin ~ murn’iin|наизнанку|||||||
a.|murdinaine|murna/an’e, -ažen, -št|изнаночный|||||||
s.|murendamine|murendami/in’e, -ižen, -št|ломка|||||||
s.|murenduz|murendu/z, -sen, -st|поломка|||||||
a.|murennu|murenu|разбитый|||||||
s.|murgin|murgin|обед|||||||
v.|murginoita|(Pal) murgn’uuta|обедать|||||||
v.|murginoita|(Pal) murn’uuta|пообедать|||||||
s.|muru|muru|крошка|muru|murud|крохи||||
s.|muruine|mur/uin’e, -uižen, -ušt|крошка|murunen|(Pal) muruužiikš|вдребезги||||
v.|muruttada|muru/tada, -tab, -t’ ~ -t’ii|кошить|||||||
v.|muruttada|muru/tada, -tab, -t’ ~ -t’ii|раскрошить|||||||
s.|mušt|mušt ~ mušto (IL)|память; воспоминание|muisti||||||
s.|mušt|mušt ~ mušto (IL)|память||paha mušto (IL)|плохая память|huono muisti|||
s.|mušt|mušto (IL)|память|||||||
s.|must’ikoi|(Sj) must’ikuu|чёрная корова|musta lehmä|(Sj) must’ikuun kelluun’e|колокольчик чёрной коровы|mustan lehmän kello|||
s.|muštand|muštend (IL)|памятка|||||||
v.|muštelta|muštel'ta|вспоминать|muistella||||||
v.|muštelta|muštel’ta|помнить|||||||
v.|musteta|musteta|чернеть, почернеть|||||||
s.|musthard’|must/huar’|черногривый|||||||
s.|mustkulmaine|must/kuumaan’e|чернобровый|||||||
s.|mustmua|must/mua|чернозём|mustamulta||||||
v.|muštoitelta|muštuutel’da|вспоминать|muistella||||||
v.|muštoitelta|muštuutel’da|припомнить|||||||
v.|muštoittada|muštuu/tada, -tab, -t’ ~ -t’ii|запомнить|||||||
v.|muštoittada|muštuu/tada, -tab, -t’ ~ -t’ii|напоминать|||||||
s.|mustsilmäine|must/sil’maan’e|черноглазый, черноокий|mustasilmäinen||||||
s. yhd.|musttukk|must/tukk|брюнет|tummatukkainen||||||
s.|muštuk|muštuk|мундштук|||||||
a. yhd.|mustverine|must/veriin’e|смуглый, брюнет|tumma||||||
a. yhd.|mustverine|must/ver’iin’e|смуглый|||||||
pron.|muu|muu|прочий|||||||
s.|muureh|mureh (IL)|чёрствый|||||||
v.|muurehtuda|muurehtuda ~ murehtuda (IL)|черстветь, зачерстветь|||||||
v.|muurehtuda|muurehtuda|очерстветь|||||||
v.|muurta|muurta|свихнуть|||||||
s.|muuzij|muz’ej|музей|||||||
s.|mužik|mužik|супруг|||||||
s.|n’aba|n’aba|пупок|||||||
s. yhd.|n’abarihm|n’aba/rihm|пуповина|||||||
a.|n’ančittu|n’an’čtud (KTK)|нянченный, балованный|lellitelty, hemmoleltu|d’alos n’an’čtud (KTK)|изнянченный, избалованный|liikaa lellitelty|||
s.|n’ank|n’an’k|нянька, няня|||||||
v.|n’auguda|n’aukta|мяукать|||||||
s.|n’okaine|n’oka/an’e, -ažen, -št|кончик|||||||
s.|n’olg|n’oug|слюна|||||||
s.|n’uok|n’uok|жало|||||||
s.|n’uok|n’uok|клюв|||||||
v.|n’uokaita|n’uokaata|жалить|||||||
v.|n’uokaita|n’uokaata|клюнуть|||||||
v.|n’uokaita|n’uokaata|ужалить|||||||
v.|n’uustada|n’uusta|нюхать|||||||
s.|n’uustamine|n’uustami/in’e, -ižen, -št|обоняние|||||||
v.|n’uustelta|n’uustel’ta|обнюхивать|||||||
s.|načalstv|načal’stv|начальство|||||||
s.|nad’ož|nad’ož|надежда|||||||
a.|nad’ožnij|nad’ožnij|надёжный|||||||
a.|nägematoi|n’ägematuu|невидимый|||||||
v.|nägištuda|n’ägištuda|заметить|||||||
s.|nagl|nagl|гвоздь|naula||||||
s.|nagr|nagr|смех; посмешище||pidada nagron|высмеивать||||
s.|nagr|nagr ~ nagro (IL)|смех||nagr kuol’endaha saa|умора||||
s.|nagr|nagr|усмешка|||||||
s.|nagr|nagr|хохот|||||||
v.|nagrada|nagrda|издеваться|||||||
v.|nagrada|nagrda|иронизировать|||||||
v.|nagrada|nagrda|насмехаться|||||||
v.|nagrada|nagrda|осмеивать|||||||
v.|nagrada|nagrda|усмехаться|||||||
s.|nagrand|nagrand|ирония|||||||
s.|nagrand|nagrand|насмешка|||||||
v.|nagrattada|nagra/tada, -tab, -t’ ~ -t’ii|насмешить|||||||
v.|nagrattada|nagra/tada, -tab, -t’ ~ -t’ii|рассмешить|||||||
v.|nagrattada|nagra/tada, -tab, -t’ ~ -t’ii|смешить|||||||
s.|nagratuz|nagratu/z, -sen, -st|комедия|||||||
s.|nagriž|nagriž|репа|||||||
s.|nägü|n’ägu|вид|näkö||||||
s.|nägü|n’ägu|вид||om n’ägus|налицо||||
s.|nägünd|n’ägund|зрение|||||||
a.|nägüž|n’ägüž|видный|näkyvä||||||
a.|nägüž|n’äguž|видный||om n’äguž|налицо||||
s.|nahk|nahk|шкура|nahka||||||
a.|nahkaine|nahka/an’e, -ažen, -št|кожаный|||||||
s.|nahkaine|nahka/an’e, -ažen, -št|шкурка|nahkanen||||||
v.|nähtä|n’ähta|увидеть|||||||
v. refl.|nähtäkse|n’ähtakse|увидеться|||||||
v.|naida|naida|жениться|||||||
a.|naimatoi|naimatuu|неженатый|||||||
a.|naimatoi|naimatuu|холостой|||||||
a.|nainu|nainu|женатый|||||||
v.|naittada|nai/tta, -tab, -t’ ~ -t’ii|женить|||||||
v.|näivištuda|n’äivištuda|вянуть|kuihtua||||||
v.|näivištuda, -b, -i|n’äivištu/da, -b, -i|увядать|||||||
a.|näivištunu|n’äivištunu|вялый|kuihtunut||||||
v.|nakažida|nakažida|карать|||||||
v.|nakažida|nakažida|накажида|||||||
v.|nakažida|nakažida|давать наказ|||||||
a.|nakladnij|nakladnij|накладный|||||||
v.|naladida|nalad’ida|наладить|||||||
s.|nälg|n’äl’g|голод|nälkä|olda n’äl’gas|голодать||||
v.|nälgäduda|n’äl’ktuda|проголодаться|||||||
a.|nälgähine|n’äl’ghi/in’e, -ižen, -št|голодный|nälkäinen||||||
s. yhd.|nälgaig|n’äl’g/aig|голодовка|nälkäaika||||||
s.|nališnik|nal’išn’ik|наличник|||||||
s.|nalog|nalog|налог|||||||
pron.|nämäd|n’ämad|эти||n’ämiil päiviil|на днях||||
s.|nänn’|n’änn’|грудь|rinta||||||
s.|nänn’|n’än’n’|соска|tutti||||||
s. dem.|nänniine|n’än’n’i/in’e, -ižen, -št|сосок|nänni||||||
s.|napersk|napersk|наперсток|||||||
s. dem.|näpiine|n’äpi/in’e, -ižen, -št|щепотка|hyppysellinen||||||
v.|näpištada|n’äpiš/tada, -tab, -t’ ~ -t’ii|ущипнуть|||||||
v.|näpištelta|n’äpištel’da|щипать|||||||
s.|näpp|n’äpp, n’äpin, n’äppid|щепоть|||||||
s.|narkotik|narkot’ik|наркотик|||||||
s.|narkoz|narkoz|наркоз|||||||
adv.|naroko|naroko|назло|||||||
adv.|naroko|naroko|нарочно|||||||
adv.|naroko|naroko|умышленно|||||||
s.|našatirnij|našatirnij|нашатырный|||||||
s.|nasos|nasos|насос|||||||
s.|nastavnik|nastavn’ik|наставник|||||||
s.|nastrojenij|nastrojen’ij|настроение|||||||
s.|nat’urmort|nat’urmort, -an, -ad|натюрморт|||||||
s.|naušnikad|naušn’ikad|наушники|||||||
s.|navigacij|navigacij|навигация|||||||
s.|nedal’|n’edal’|неделя|||||||
s.|negativ|negat’iv|негатив|||||||
s.|negod’aj|n’egod’aj|негодяй|||||||
s.|neičuk|n’eičuk|девочка|||||||
s.|neidine|n’eižn’e|девушка, дева||vahn n’eižn’e|старая дева||||
a. yhd.|nell’čuppuhine|n’el’/čuppuhiin’e|квадратный|||||||
num.|nell’kümment|n’el’/küment|сорок|||||||
num.|nell’tošt|nel’/tošt|четырнадцать|neljätoista||||||
s.|nell’ud|nel’l’ud|прыть|||||||
adv.|nell’ut|n’el’l’ut|галопом||t’äit n’el’l’ut|во весь опор||||
adv.|nelläikeskei|nel’l’ää/keskei|вчетвером|||||||
s.|nena|n’ena|нос|||||||
s.|nenan-|n’enan-|носовой|||||||
s.|nero|n’ero|дарование|s.||||||
s.|nero|n’ero|мастерство|||||||
s.|nero|n’ero|талант|||||||
s.|nero|n’ero|умение|||||||
s., a.|nerokaz|n’erokaz|гений|nero||||||
a.|nerokaz|n’erokaz|одарённый|||||||
a.|nerokaz|n’erokaz|талантливый|||||||
s.|nevesk|n’evesk|сноха|||||||
s.|nevest|n’evest|невеста|||||||
s.|nevestk|n’evestk|невестка|||||||
v.|nevvoda|n’evvoda|обучать|||||||
v.|nevvoda|n’evoda (IL)|руководить|||||||
s.|nevvoda|n’evoda (IL)|указание|||||||
s.|nevvond|n’evond (IL)|указание|||||||
pron.|ni ken|n’i ken|никто|||||||
pron.|ni kenen|n’i kenen|ничей|||||||
pron.|ni kenen|n’i kenen|ничей|||||||
adv.|ni konz|n’i konz|никогда|||||||
adv.|ni kunne|(Pal) n’i kune|никуда|||||||
adv.|ni kus|n’i kus|нигде|||||||
adv.|ni kuspiä|n’i kuspiä|ниоткуда|||||||
adv.|ni kut|n’i kutt|никак|||||||
pron.|ni mi|n’i mii|ничто|||||||
adv.|ni mida|n’i mida|нисколько|||||||
pron.|ni mida|n’i mida|ничего|||||||
a.|ni mitte|n’i mit’t’e|никакой|||||||
pron.|ni vähäšt|n’i vähäšt|ничуть|||||||
v.|niärittada|n’iär’i/tada, -tab, -t’ ~ -t’ii|дразнить|v.||||||
v.|niärittada|n’iär’i/tada, -tab, -t’ ~ -t’ii|дразнить, передразнивать|||||||
s.|niärituz|n’iär’itu/z, -sen, -st|прозвище|||||||
s. yhd.|niärituznimi|n’iär’ituz/n’imi|кличка|||||||
s.|niärv|n’iärv|пах|||||||
s.|niegl|n’iegl|игла|||||||
s. dem.|nieglaine|n’iegla/an’e, -ažen, -št|иголочка|||||||
v.|niegloda|n’iegluuda|вязать|neuloa||||||
a.|niegloittu|n’iegluutud|вязанный|neulottu||||||
s.|niegr|n’iegr|негр, негритянка|||||||
s.|nierv|n’ierv|нерв|||||||
v.|niištada|n'išta|высморкать|||||||
v.|niištada|n'išta|сморкать||n'išta n’ena|сморкаться||||
s.|niit’|n’iit’|нитка|||||||
s.|niitand|n’iitand|косьба|||||||
s. yhd.|niitandaig|n’iitand/aig|время сенокоса|||||||
v.|niitelta|n’iitel’ta|скашивать, выкашивать|||||||
s.|niittada|n’ii/tta, -tab, -t’ ~ -t’ii|косить|||||||
s.|niittaj|n’iitaj|косарь|||||||
s.|nimi|n’imi|звание|||||||
s.|nimi|n’imi|имя|||||||
s.|nimi|n’imi|название||anta n’imi|назвать||||
a.|nimikaz|n’imikaz|именный|||||||
s. yhd.|nimipäiv|n’im/päiv|именины|||||||
s. yhd.|nimipäivnik|n’im/päivn’ik|именинник|||||||
v.|nimitelta|n’imitel’da|обзывать|||||||
v.|nimittada|n’imi/tada, -tab, -t’ ~ -t’ii|именовать|||||||
s.|ninka|n’inka|этак|||||||
s.|nišk|n’išk|затылок|||||||
s.|nišk|n’išk|шея|niska|otta n’iškas|взять за шиворот||||
s.|nišk|n’išk, -an, -ad|шея, шиворот|niska|tabaz’iin n’iškas|я схватил за шиворот||||
adv.|niškas|niškas|взашей||ajada niškas|выгнать взашей||||
adv.|niškoi|n’iškuu|насчет|||||||
s.|nižu|nižu, -n, -d|пшеница|||||||
a.|nogehine|nogehi/in’e, -ižen, -št|закоптелый|||||||
s.|nogi|nogi|копоть|||||||
s.|nogi|nogi|сажа|||||||
s. yhd.|nojabr’kuu|nojabr’/kuu|ноябрь|||||||
v. refl.|nojatakse|nojatakse|облокачиваться|||||||
v. refl.|nojatakse|nojatakse|опереться|||||||
v. refl.|nojatakse|nojatakse|прислониться|||||||
v. refl.|nojatakse|nojatakse|упереться|||||||
s.|noll|nol’|ноль|||||||
s.|nora|nora|нора|||||||
s.|norm|norm|норма|||||||
s.|nosilkad|nos’ilkad|носилки|||||||
s.|nosk|nosk|носок|||||||
s.|noskad|noskad|носки|||||||
s.|nota|nota|нота|||||||
a.|notked|notked|жидкий|||||||
s.|nouzend|nouzend|подъём|||||||
s.|nožničad|nožn’ičad|ножницы|||||||
s.|nuarad|nuarad|нары|||||||
s.|nuat’|nuat’|ботва|naatti||||||
s.|nübl’|n’übl’|пуговица||panda n'übl’ad|застёгивать||||
s.|nübl’|n’übl’|пуговица|||||||
adv.|nügü|(Pal) n’igi|ныне|||||||
adv.|nügü|(Pal) n’ügi|сейчас|||||||
s.|nügü|n’ügü ~ (Pal) n’ügi|теперь|||||||
v.|nukahtada|nukah/tada, -tab, -t’ ~ -t’ii|вздремнуть|||||||
v.|nukahtuda|nukahtuda|задремать|||||||
s.|null’|nul’|ноль|||||||
s.|numer|nomer|номер|||||||
s.|nuolda|nuolda|лизать|||||||
v.|nuolda|nuolda|облизать|||||||
v.|nuolda|nuolda|слизать|||||||
s.|nuor|nuor, -an, -ad|верёвка; бечёвка|nuora, naru, köysi; pakettinuora, käärenuora||||||
a.|nuor’|nuor’|молодой|nuori|nuor’ miez|юноша||||
s.|nuoremb|nuoremb|младший|||||||
a.|nuorikaine|nuor’ika/an’e, -ažen, -št|юный|nuori||||||
v.|nuorištuda|nuor’ištuda|помолодеть|||||||
s.|nuoriž|nuor’iž|молодёжь|||||||
s.|nuot|nuot|невод|||||||
s.|nuužnik|nuužn’ik|туалет|||||||
s.|nuužnik|nuužn’ik|уборная|||||||
s.|obelisk|obel’isk|обелиск|||||||
s.|objekt|objekt|объект|||||||
s.|objektiv|objektiv|объектив|||||||
s.|objom|objom|объём|||||||
s.|oblast’|oblast’|область|||||||
s.|oblezd’an|(Pal) obl’ez’jan|обезьяна|||||||
s.|oblošk|oblošk|обложка|||||||
s.|obmorok|obmorok|обморок|||||||
s.|obojad|obojad|обои|||||||
s. dem.|obrazaine|obraza/an’e, -ažen, -št|икона|||||||
s.|obruč|obruč|обруч|||||||
s.|occ|occ|чело|||||||
s.|occsein|occ/s’ein’|фасад|||||||
s. yhd.|occtukad|occ/tukad|чёлка|||||||
s.|očered’|očer’ed’|очередь, черёд|jono||||||
s.|očk|očk|очко|||||||
s.|očkad|očkad|очки|||||||
s.|odd’al|od’d’al|одеяло|||||||
part.|odva|odva|едва, еле|||||||
adv.|odva|odva|чуть|||||||
s.|oficant|oficant|официант|||||||
s.|oficer|oficer|офицер|||||||
s.|ogorod|ogorod|огород|||||||
s.|ogurc|ogurc|огурец|||||||
a.|oiged|oiged|невинный|||||||
a.|oiged|oiged|правый|||||||
adv.|oigedah|oiktaha|прямо|||||||
adv.|oigedal|oiktal|справа|||||||
v.|oigeta|oigeta|протягивать|||||||
v.|oigeta|oigeta|разгибаться|||||||
s.|oja|oja|ручей|||||||
s. dem.|ojaine|oja/an’e, -ažen, -št|ручеёк|||||||
s.|okorok|okorok|окорок|||||||
s.|oks|oks|сук|||||||
s. dem.|oksaine|oksa/an’e, -ažen, -št|сучок|||||||
v.|oksendoittada|oksenduu/tta, -tab, -t’ ~ -t’ii|тошнить|||||||
s.|oksenduz|oksendu/z, -sen, -st|рвота|||||||
s.|oksenduz|oksendu/z, -sen, -st|тошнота|||||||
adv.|oksikaz|oksekaz|ветвистый|oksikas||||||
a.|oksikaz|oksakaz|развесистый|||||||
s. yhd.|okt’abr’kuu|okt’abr’/kuu|октябрь|||||||
s.|okuratnost’|okuratnost’, -in, -id|аккуратность|tarkkuus||||||
s.|okurk|okurk|окурок|||||||
v.|olda|olda|находиться|||||||
v.|olda|olda|быть||olda üöd|переночевать||||
v.|olda|olda|пробыть|||||||
s.|olemine|ol’emi/in’e, -ižen, -št|нахождение|||||||
s.|olempiad|ol’empiad|олимпиада|||||||
s.|olendsija|ol’ent/s’ija|местонахождение|||||||
s.|olg|oug|солома|||||||
a.|olgehine|ougehi/in’e, -ižen, -št|соломенный|||||||
s.|olgpiä|ouk/piä|плечо|||||||
s.|ollad’|ollad’|оладья|||||||
s.|olttar’|altar’, -in, -id|алтарь|alttari||||||
a.|oma|oma|частный|||||||
s.|omaksine|omas’i/in’e, -ižen, -št|родич|||||||
s. yhd.|omamua|oma/mua|отечество|||||||
a. yhd.|omanenaine|oma/nenaan’e|своенравный|||||||
a. yhd.|omanottaj|oman/otaj|настойчивый|||||||
s.|ombelemine|ombel’emi/in’e, -ižen, -št (IL)|пошивка|||||||
s.|ombelend|ombl’end|шитьё|ompelu||||||
s.|ombelij|ombl’ij|швея|ompelija||||||
